hash,msg,deletions,files,date,Path,Project_name
7c44951b1d2960170d44e9cb1d6947cf06ab9d76,"Merge #13

13: Update build command r=EFanZh a=EFanZh



Co-authored-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",1,1,2019-10-08 01:41:33+00:00,projects/well_engineered_projects/Adlik,Adlik
49edcaf851c0221271ae9a5543a789f835fa4cd3,Add TensorFlow GPU support,11,5,2019-10-08 15:23:18+08:00,projects/well_engineered_projects/Adlik,Adlik
9cfcb893cb59fd0c864d16cc783b0bbe16d4a048,"Merge #14

14: Add GPU support for TensorFlow runtime r=EFanZh a=EFanZh



Co-authored-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",11,5,2019-10-08 07:38:53+00:00,projects/well_engineered_projects/Adlik,Adlik
ae0f4d9bbfb36519118da02c0de186835dd3650d,Update commit message checker,4,2,2019-10-08 16:49:57+08:00,projects/well_engineered_projects/Adlik,Adlik
82d8fbcdd876f471a6ab4b84a86e38fccff5765d,"Merge #16

16: Update commit message checker r=EFanZh a=EFanZh



Co-authored-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",4,2,2019-10-08 11:56:46+00:00,projects/well_engineered_projects/Adlik,Adlik
040d49ac83b3af9f29f5ce598effa77e498e77b1,Add OpenVINO runtime support,6,4,2019-10-08 20:23:00+08:00,projects/well_engineered_projects/Adlik,Adlik
2af581fb4d4733855ee7acce79d5973dbc0cd97e,"Merge #17

17: Add OpenVINO runtime support r=EFanZh a=EFanZh



Co-authored-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",6,4,2019-10-08 16:12:40+00:00,projects/well_engineered_projects/Adlik,Adlik
6a3676d9b3a75f1574d0a7e50adb9a598575d8ee,Add TensorRT runtime support (#19),8,6,2019-10-09 08:58:27+00:00,projects/well_engineered_projects/Adlik,Adlik
653c37e676e5537197f8a1a5b12d741de0989c0d,Create CONTRIBUTORS.md (#15),0,1,2019-10-09 13:24:50+00:00,projects/well_engineered_projects/Adlik,Adlik
c2a1a26e6385e150014b6bb0d6c242982fc6bcc6,Make CI faster (#18),0,1,2019-10-09 13:24:52+00:00,projects/well_engineered_projects/Adlik,Adlik
c3484aba5862272c17f859f4e3b83ffe1e7e53ee,Sort contributors by Email (#20),9,1,2019-10-10 00:40:05+00:00,projects/well_engineered_projects/Adlik,Adlik
2d88eb341a1f7e3990ca0485b690a19af7033940,Check PR status before merging (#22),0,1,2019-10-10 03:38:43+00:00,projects/well_engineered_projects/Adlik,Adlik
469bf49e2d0c43b536ab4512e8e588c1fe051268,Add copyright notation (#23),8,382,2019-10-10 08:33:13+00:00,projects/well_engineered_projects/Adlik,Adlik
6e6af33962fc8687deaaca29530aeb38db1c657f,Fix Bazel build error (#24),7,2,2019-10-11 03:27:44+00:00,projects/well_engineered_projects/Adlik,Adlik
a3f68b2cd35853c48e009260ebc46ad67a195677,"Revert ""Check PR status before merging (#22)"" (#26)
Until https://github.com/bors-ng/bors-ng/issues/390 is fixed.

This reverts commit 2d88eb341a1f7e3990ca0485b690a19af7033940.",1,1,2019-10-11 08:21:00+00:00,projects/well_engineered_projects/Adlik,Adlik
024bc286a67be22770c21b7b4a961ce3b6feeaa5,Cache build results (#25),10,4,2019-10-11 11:27:19+00:00,projects/well_engineered_projects/Adlik,Adlik
d63ceaae1b7253e19cbab486fbcef6c61e442129,Refactor copyright checker (#27),5,2,2019-10-11 14:19:11+00:00,projects/well_engineered_projects/Adlik,Adlik
f383c92a60f5210bbdbe3fbd39d7ce6922509ef0,Add detailed guide for building Adlik (#28),23,4,2019-10-12 02:36:11+00:00,projects/well_engineered_projects/Adlik,Adlik
147b4271c9898d02d167841040245c3377c8994b,Refactor CI (#32),23,8,2019-10-21 12:29:03+00:00,projects/well_engineered_projects/Adlik,Adlik
f05b982bebdd1a55ac0fe6f5966685985b56258d,Fix typo in model compiler diagram (#31),0,1,2019-10-25 12:04:41+00:00,projects/well_engineered_projects/Adlik,Adlik
5c167f6189e9356eb9b1f1c72212c25adace24ae,"Fix inaccurate description of Docker image usage (#35)

Closes #34.",1,1,2019-10-28 07:39:04+00:00,projects/well_engineered_projects/Adlik,Adlik
8a1493a139cda9fcbf8dc4d1980c3e045517260b,Put the model compiler image at the correct location (#36),0,2,2019-10-28 08:25:35+00:00,projects/well_engineered_projects/Adlik,Adlik
20df38517a86e0fe588fb0f28f633233c37b89a0,"Fix macOS build (#33)

Add  #include <algorithm> when using std::max

Build success on macOS
But still need to install automake and libtool
`$ brew install automake libtool`",3,5,2019-10-28 08:39:19+00:00,projects/well_engineered_projects/Adlik,Adlik
980787d2c32812982dab643dd183ca49e5eaa288,Add CI for builing on macOS (#37),8,3,2019-10-28 13:13:32+00:00,projects/well_engineered_projects/Adlik,Adlik
ee0bc8477d91e384db97c2e65c49eb5ee3b1cff4,Separate build artifacts from different platforms (#39),2,2,2019-10-29 01:19:51+00:00,projects/well_engineered_projects/Adlik,Adlik
350b70795fbf09d7a61b1822d14f0f1af659578a,"Fix typo in adlik schematic image (#43)

Closes #29 .",1,2,2019-11-10 07:50:55+00:00,projects/well_engineered_projects/Adlik,Adlik
4d5dab1f1a6215652e9c16abb99ac99a3926052a,"Fix TensorFlow runtime not enable batching (#44)

Closes #45.",11,6,2019-11-11 08:10:04+00:00,projects/well_engineered_projects/Adlik,Adlik
ead29643f9e76f671fc00eb4c24a66f02bce0d93,Add a MNIST sample to demonstrate how to use Adlik (#46),74,9,2019-11-12 07:48:31+00:00,projects/well_engineered_projects/Adlik,Adlik
63c7e7da32ffb7820632f1e4b8af3ccd48060b99,Update contributors (#47),0,1,2019-11-12 09:04:23+00:00,projects/well_engineered_projects/Adlik,Adlik
8553c0bd6819173062e407efeafd9afc17263131,Format CONTRIBUTORS.md (#49),14,1,2019-11-12 09:27:03+00:00,projects/well_engineered_projects/Adlik,Adlik
13e7bb81e4729564dc8dc234c203b245d53ab520,Fix return value in void function (#50),3,3,2019-11-15 06:20:31+00:00,projects/well_engineered_projects/Adlik,Adlik
9b1cde334055bcae532303c735a66e15f6aad3b3,"Fix get tensor shape error when shape is none (#52)

Closes #51.",5,1,2019-11-20 02:54:57+00:00,projects/well_engineered_projects/Adlik,Adlik
c6863ac878d3961efaa4f4dd2d8cbc7ec7e84f6f,"Add aarch64 toolchain (#53)

To support FPGA runtime.",0,3,2019-11-26 02:02:05+00:00,projects/well_engineered_projects/Adlik,Adlik
34e190e0e6d294d81dd718a84cbdf90005685288,"Support multiple instances for OpenVINO and TensorRT (#55)

Closes #54.",361,13,2019-11-27 08:35:34+00:00,projects/well_engineered_projects/Adlik,Adlik
7fb698fcc2ea71e0c5dce1d4a8bb6aea6a359bf9,Create ROADMAP.md (#21),0,1,2019-12-13 08:15:00+00:00,projects/well_engineered_projects/Adlik,Adlik
9a133a3dc5d3786871e95cc765d738f3a8f829a0,Support batching scheduler configuration (#56),30,7,2019-12-16 11:27:53+00:00,projects/well_engineered_projects/Adlik,Adlik
b79c62d9814e9e08d9624cbd7aecfbd73791fa4f,Optimize the use of model compiler (#58),113,16,2020-01-03 08:44:20+00:00,projects/well_engineered_projects/Adlik,Adlik
49c33751b807e2d87b1a894a6a41145891c7ab44,"Fix serving not load the latest version (#60)

Closes #59.",7,6,2020-01-15 00:51:17+00:00,projects/well_engineered_projects/Adlik,Adlik
15957cf8858cfcd6eaad2fc10e4cccc7bca47f20,Fix license scan (#64),55,11,2020-01-15 01:03:08+00:00,projects/well_engineered_projects/Adlik,Adlik
42e1ee54177392e479d835bed8fe673bd9980101,Fix license scan (#65),5,1,2020-01-16 01:06:41+00:00,projects/well_engineered_projects/Adlik,Adlik
122ce59d90b1d2aeff5f52d4ef52fe7981a74204,Update OpenVINO installation document link (#68),2,1,2020-02-10 03:44:12+00:00,projects/well_engineered_projects/Adlik,Adlik
50cad3dd1909287310e1a03928a7c3991f6c289c,Update CI Docker (#69),2,1,2020-02-10 06:47:49+00:00,projects/well_engineered_projects/Adlik,Adlik
1a63bb563274077783be2ce18d04d14d988db2de,Fix TensorRT serving runtime building instruction (#70),1,1,2020-02-10 07:44:16+00:00,projects/well_engineered_projects/Adlik,Adlik
ce1aa9658c6b056267d748ed1bc164b67a307f22,Add nvrtc as TensorRT dependency (#71),0,2,2020-02-10 08:23:38+00:00,projects/well_engineered_projects/Adlik,Adlik
aae2706520571c97c11081b7f9d04f59773915b9,Update buildifier (#72),9,1,2020-02-10 09:35:45+00:00,projects/well_engineered_projects/Adlik,Adlik
1e34a0ce2a8e18443e1d21e77bf6fcabf687690f,Update buildifier (#73),57,26,2020-02-11 00:53:30+00:00,projects/well_engineered_projects/Adlik,Adlik
22f02feb08a9e8c710662d2e776a5587aa763024,Added email contact (#66),0,1,2020-02-12 08:19:28+00:00,projects/well_engineered_projects/Adlik,Adlik
4c42d4f3ed56d7af95b8c315ba15af2009f70373,"Fix some bugs (#78)

Closes #77, closes #76.",104,2,2020-02-27 00:43:00+00:00,projects/well_engineered_projects/Adlik,Adlik
be3d9ef6ee586e34839b1b75d32da48cf24d3ce4,"Remove some useless or wrong comments (#81)

Signed-off-by: jinshiying <jin.shiying@zte.com.cn>",8,1,2020-02-27 06:54:46+00:00,projects/well_engineered_projects/Adlik,Adlik
d3b837fdf6700ea2a63a223c4d0943464ba71186,"Reduce time complexity of `CompositeBatchProcessor` (#84)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",16,2,2020-03-03 01:15:56+00:00,projects/well_engineered_projects/Adlik,Adlik
37ded93a8afdd8cb96e8018f06a22cdb28ffceef,Modify readme.md to build the OpenVINO runtime successfully (#82) (#83),1,1,2020-03-03 02:26:16+00:00,projects/well_engineered_projects/Adlik,Adlik
43fdaf7d27aaabcb68cfc68c7245141823bbed09,"Format codes (#87)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",53,127,2020-03-03 07:42:51+00:00,projects/well_engineered_projects/Adlik,Adlik
46100708eb11598975ada1d16f3fea8b3ba0d990,"Expose `TensorProto` in predict request provider (#86)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",5,4,2020-03-03 08:08:43+00:00,projects/well_engineered_projects/Adlik,Adlik
c99f998d8175e9a0cca1fa1a9eaf24995fb423f4,"Update CI cache version (#90)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",7,3,2020-03-06 04:18:08+00:00,projects/well_engineered_projects/Adlik,Adlik
21c174c20ebcb66ee02d64ce3a616e22a09c7222,"Optimize output names (#91)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",3,1,2020-03-09 01:59:59+00:00,projects/well_engineered_projects/Adlik,Adlik
80a0e9aaba8aa62e273e852fa5f4c6668e0a3cec,"Modify readme.md about deploy OpenVINO service (#94) (#95)

Closes #94

Signed-off-by: zhangkaili <zhang.kaili@zte.com.cn>",0,1,2020-03-12 03:04:33+00:00,projects/well_engineered_projects/Adlik,Adlik
d1f49caef0b389323bedbc27536452fd5501d50a,"Fix the bug compile the onnx model to OpenVINO or TensorRT model fail… (#93)

Fix the bug compile the onnx model to OpenVINO or TensorRT model failed. (#92)

Closes #92",2,2,2020-03-12 03:31:04+00:00,projects/well_engineered_projects/Adlik,Adlik
155ea70cd2e5990fe4d8836729ae2f37d935d9ba,"Fix package version (#96)

bors r+",2,1,2020-03-12 09:07:45+00:00,projects/well_engineered_projects/Adlik,Adlik
91caca7a931340ea9a3f2a251f2fbc2cb5855c39,"Add an `addOutput` overload for dynamic sized buffer (#98)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",42,5,2020-03-13 08:57:47+00:00,projects/well_engineered_projects/Adlik,Adlik
bb0203a851e8afb0933abc31837b3a9f7dff179c,"Fix the bug can not compile openvino model.(#88) (#101)

Closes #88

Signed-off-by: zhangkaili <zhang.kaili@zte.com.cn>",1,1,2020-03-13 10:10:41+00:00,projects/well_engineered_projects/Adlik,Adlik
093da91307489ee3587377cb4787f921833be172,"Add block labels settings (#103)

bors r+",0,1,2020-03-13 10:10:42+00:00,projects/well_engineered_projects/Adlik,Adlik
c890eea7b9d0983905dd38c380839bda1a2d8237,"Update README.md (#104)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",10,1,2020-03-16 02:11:22+00:00,projects/well_engineered_projects/Adlik,Adlik
62b25bdcd71aa47529c4d62830fff5c6d320d2ca,"Clear cache (#112)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",3,1,2020-03-26 00:35:46+00:00,projects/well_engineered_projects/Adlik,Adlik
416330713a18e40785d3c3075fe10c4515387d35,Add TensorFlow Lite runtime (#74),0,20,2020-03-26 03:29:21+00:00,projects/well_engineered_projects/Adlik,Adlik
5bbb444f097b03be9c925a795f671847f7a14dbe,"Fix typo (#111)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",5,3,2020-03-26 03:29:23+00:00,projects/well_engineered_projects/Adlik,Adlik
cef7532ee78b04563dc2b99e2e634ba9911420a1,"Add Release.md (#109)

Signed-off-by: amadeus-zte <liu.tao23@zte.com.cn>",0,1,2020-03-26 07:15:53+00:00,projects/well_engineered_projects/Adlik,Adlik
fe80cd27c5bc71f9f1ba13785d823d83a83b6c44,"Split CI pipeline specification into multiple files (#113)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",237,20,2020-03-26 08:51:14+00:00,projects/well_engineered_projects/Adlik,Adlik
ca788f846ce7fd991bf2b400026e94b81d18aa24,"Modify readme.md (#107)

 Signed-off-by: zhangkaili <zhang.kaili@zte.com.cn>",0,1,2020-03-27 07:30:46+00:00,projects/well_engineered_projects/Adlik,Adlik
8894eba89473858d0d38d24c00d0d589d7c020bb,"Fix the bug: TensorRT 7 can not compile the onnx model (#105) (#106)

Closes:#105
Signed-off-by: zhangkaili <zhang.kaili@zte.com.cn>",1,1,2020-03-27 07:43:05+00:00,projects/well_engineered_projects/Adlik,Adlik
0d16c3a65002234ddf77881fc992203e722c9ce4,Add coverage tests to CI (#114),9,13,2020-03-30 11:22:09+00:00,projects/well_engineered_projects/Adlik,Adlik
8784db390f948ba122e4e985cab113050e05431c,"Format README.md (#116)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",27,1,2020-04-03 03:37:00+00:00,projects/well_engineered_projects/Adlik,Adlik
5b1b5f60d1847bce625be5786e1340de53b41387,"Do not move local objects in return statements (#117)

It prevents copy elision.

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",4,2,2020-04-03 08:07:02+00:00,projects/well_engineered_projects/Adlik,Adlik
27f64b5e7e55df99557c4c94d4b376256f2fa260,"Support machine learning and add two self-developed algorithms (#85)

Signed-off-by: jinshiying <jin.shiying@zte.com.cn>",31,78,2020-04-03 08:34:45+00:00,projects/well_engineered_projects/Adlik,Adlik
522169a6df2896a3ccf018f74cf7e4655dbbd22f,"Clear build cache (#122)

bors r+

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",3,1,2020-04-09 03:25:57+00:00,projects/well_engineered_projects/Adlik,Adlik
201f6e76f318acc6e82967e9689029c5f59b5930,"Add TensorFlow Lite build instruction (#123)

bors r+

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",0,1,2020-04-09 03:25:59+00:00,projects/well_engineered_projects/Adlik,Adlik
a0ce8e218f6fcd18c18169c99571e775954f8f65,"Check requested output names (#121)

Fixes #108.

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",0,1,2020-04-09 06:17:25+00:00,projects/well_engineered_projects/Adlik,Adlik
1985b44236a5edaaf255a1ac308c624be9aafed7,Upgrade to TensorFlow 2.x (#75),129,30,2020-04-09 10:46:26+00:00,projects/well_engineered_projects/Adlik,Adlik
cc842e76502b1db3c729e3dd03ba09f669efbfe8,"Fix checking commit message (#126)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",2,1,2020-04-09 10:46:28+00:00,projects/well_engineered_projects/Adlik,Adlik
800d9ae7c1f54bf978b22448abfe5bf91f3b9662,"Remove some useless comments (#119)

Signed-off-by: jinshiying <jin.shiying@zte.com.cn>",7,3,2020-04-09 14:20:19+00:00,projects/well_engineered_projects/Adlik,Adlik
d8579db5a40f84c507f23dc788caae7916d66d02,"Remove unnecessary Bazel compilation flags (#127)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",3,1,2020-04-10 08:44:22+00:00,projects/well_engineered_projects/Adlik,Adlik
ffe1848832ba11b20095f9202964b64e68279c57,"Fix task will terminate immediately if timeout_seconds is 0 (#125)

Closes #124.

Signed-off-by: jinshiying <jin.shiying@zte.com.cn>",5,1,2020-04-10 09:26:25+00:00,projects/well_engineered_projects/Adlik,Adlik
c0090a60c0a30dba9838ab580e394e91db98dce7,"Try to fix coverage report (#129)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",3,1,2020-04-13 08:14:08+00:00,projects/well_engineered_projects/Adlik,Adlik
94c98608f275128970408681c72651f50a5e64b2,"Disable build cache on TensorFlow GPU runtime (#134)



Co-authored-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",4,1,2020-04-23 07:05:49+00:00,projects/well_engineered_projects/Adlik,Adlik
0e7d0cc6de9d088b86de7bd761dabb572fbc10a4,"Fix write milliseconds as microseconds by mistake (#133)

Closes #131.

Signed-off-by: jinshiying <jin.shiying@zte.com.cn>",6,3,2020-04-23 11:08:09+00:00,projects/well_engineered_projects/Adlik,Adlik
54b64b5c7ae54ac239c0c351d0f97c7f20d984f5,"Support csv reader and writer (#128)

Closes #118.

Signed-off-by: jinshiying <jin.shiying@zte.com.cn>",104,32,2020-04-28 08:20:24+00:00,projects/well_engineered_projects/Adlik,Adlik
066bf2f49663c32f6a06553efe3f6f161d3abf94,"Add tf lite runtime test results (#135)

Closes 120

Signed-off-by: zhangkaili <zhang.kaili@zte.com.cn>",22,1,2020-04-30 10:26:08+00:00,projects/well_engineered_projects/Adlik,Adlik
74c6c821bccf562df6c0913003d5734307851971,"Use pre-installed Bazel (#139)

Signed-off-by: EFanZh <efanzh@gmail.com>",18,9,2020-05-06 02:20:33+00:00,projects/well_engineered_projects/Adlik,Adlik
7367f24e813ec3c627fb1f1937ae2047668659f3,"Fix mac compile csv_reader failure (#145)

Signed-off-by: jinshiying <jin.shiying@zte.com.cn>",11,5,2020-05-13 02:30:34+00:00,projects/well_engineered_projects/Adlik,Adlik
ed17586c780234256f24c58f54acfbf4447222d4,"Add considerations when using docker to build GPU serving (#151)

Closes #97

Signed-off-by: zhangkaili <zhang.kaili@zte.com.cn>",0,1,2020-05-14 10:42:25+00:00,projects/well_engineered_projects/Adlik,Adlik
e079dfc187022d4e5b68c6fd6bedab5593bf22ba,"Update Dockerfile (#154)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>

Co-authored-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",1,1,2020-05-15 04:25:49+00:00,projects/well_engineered_projects/Adlik,Adlik
fceeab8621dfd89dc7853041b5c3864da8b14062,"Remove some self developed algorithms (#149)

Remove some self developed algorithms and support other repos rely on Adlik as a third-party library

Signed-off-by: jinshiying <jin.shiying@zte.com.cn>

Co-authored-by: amadeus-zte <54922692+amadeus-zte@users.noreply.github.com>",1364,38,2020-05-16 01:24:51+00:00,projects/well_engineered_projects/Adlik,Adlik
2576b5e966e34601f2e14daafeafe7602dfcb82a,"Update CONTRIBUTORS.md (#155)

Added new committers from ICT,CAS.",0,1,2020-05-20 03:12:25+00:00,projects/well_engineered_projects/Adlik,Adlik
648501e69b062bb55c87cc4b62860b0797f2b2dc,"Install Automake on macOS (#157)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>

Co-authored-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",0,3,2020-05-23 03:01:15+00:00,projects/well_engineered_projects/Adlik,Adlik
4c09eafd3b267fedd70952fc3f5c8f1e977f7b10,"Fix macro definition of algorithm register (#158)

Signed-off-by: jinshiying <jin.shiying@zte.com.cn>",4,1,2020-05-25 01:21:48+00:00,projects/well_engineered_projects/Adlik,Adlik
cf8b0d28bc111a8b402b63e04b4e1dadc35b9f6c,"Refactor task interface (#156)

Signed-off-by: jinshiying <jin.shiying@zte.com.cn>",36,7,2020-05-25 06:35:24+00:00,projects/well_engineered_projects/Adlik,Adlik
ae280440697bd1090afee12ffe1250541a101d4f,"Refactor task response interface (#159)

Signed-off-by: jinshiying <jin.shiying@zte.com.cn>",6,2,2020-05-26 08:52:21+00:00,projects/well_engineered_projects/Adlik,Adlik
b600bd1ea2f270e800cb9b7e42d6d0dbc358d9b7,"Format README.md (#160)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>

Co-authored-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",54,1,2020-05-26 11:54:43+00:00,projects/well_engineered_projects/Adlik,Adlik
9fa8032b208b7c1a19be39511f840cb7ccbe96df,"Use correct letter cases (#162)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>

Co-authored-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",2,1,2020-05-27 09:30:12+00:00,projects/well_engineered_projects/Adlik,Adlik
2dfa989e236cdc5c40f6fd2ffac82b7a7015f2a0,"Support converting Boolean type (#163)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>

Co-authored-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",0,1,2020-05-28 01:06:32+00:00,projects/well_engineered_projects/Adlik,Adlik
1dd8c4d4c52e5798b7f94211293d6a204d718f20,"Add new model compiler implementation (#153)



Co-authored-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",1,68,2020-05-28 04:04:28+00:00,projects/well_engineered_projects/Adlik,Adlik
ddc29bfe97d74f1b7bde252aa93f6ef8e9af99d3,"Upgrade TensorFlow to 2.2.0 (#146)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>

Co-authored-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",12,7,2020-05-28 07:16:03+00:00,projects/well_engineered_projects/Adlik,Adlik
63c8f36b7d4ab3b1a5b51db1f94ee428ae068fb7,"Fix task client demo bug (#164)

Signed-off-by: jinshiying <jin.shiying@zte.com.cn>",1,1,2020-05-28 10:29:31+00:00,projects/well_engineered_projects/Adlik,Adlik
aab29292d6fc7374dec4318252bc41c60bb7b49d,"Redirect verbose log as debug log (#165)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>

Co-authored-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",0,1,2020-05-29 00:53:12+00:00,projects/well_engineered_projects/Adlik,Adlik
a025701637085930d0b9dae63841bac87b25aa86,"Support add and delete model dynamicly (#150)

Closes #141

Signed-off-by: wangzhenyu32 <wang.zhenyu32@zte.com.cn>",58,36,2020-06-02 02:57:50+00:00,projects/well_engineered_projects/Adlik,Adlik
d47a90aabab88fbf6b945f02d5603d1be53d2df9,"Fix typo (#172)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>

Co-authored-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",1,1,2020-06-02 09:33:31+00:00,projects/well_engineered_projects/Adlik,Adlik
5c7c21282d8740526f8d3ede9c32db90ad568322,"Add missing quotations (#171)

Signed-off-by: Zhao Lufan <zhao.lufan30@zte.com.cn>

Co-authored-by: Zhao Lufan <zhao.lufan30@zte.com.cn>",3,1,2020-06-02 13:02:18+00:00,projects/well_engineered_projects/Adlik,Adlik
