hash,msg,deletions,files,date,Path,Project_name,labels,subject,tag,Number of Smells,Smell
bbd7de2477b191abf28b8027bd5074e94a2ebba6,增加对抗样本基本原理的介绍,1,4,2018-08-08 18:25:10+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,bbd7de2477b191abf28b8027bd5074e94a2ebba6,1,LongBaseClassList
bbd7de2477b191abf28b8027bd5074e94a2ebba6,增加对抗样本基本原理的介绍,1,4,2018-08-08 18:25:10+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,bbd7de2477b191abf28b8027bd5074e94a2ebba6,12,LongMethod
bbd7de2477b191abf28b8027bd5074e94a2ebba6,增加对抗样本基本原理的介绍,1,4,2018-08-08 18:25:10+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,bbd7de2477b191abf28b8027bd5074e94a2ebba6,1,LongMessageChain
bbd7de2477b191abf28b8027bd5074e94a2ebba6,增加对抗样本基本原理的介绍,1,4,2018-08-08 18:25:10+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,bbd7de2477b191abf28b8027bd5074e94a2ebba6,12,LongParameterList
bbd7de2477b191abf28b8027bd5074e94a2ebba6,增加对抗样本基本原理的介绍,1,4,2018-08-08 18:25:10+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,bbd7de2477b191abf28b8027bd5074e94a2ebba6,1,LargeClass
8bdfd94c406c47cbb134e72e783ad4874d75c940,增加AdvBox特点,0,1,2018-08-08 18:38:18+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,8bdfd94c406c47cbb134e72e783ad4874d75c940,1,LongBaseClassList
8bdfd94c406c47cbb134e72e783ad4874d75c940,增加AdvBox特点,0,1,2018-08-08 18:38:18+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,8bdfd94c406c47cbb134e72e783ad4874d75c940,12,LongMethod
8bdfd94c406c47cbb134e72e783ad4874d75c940,增加AdvBox特点,0,1,2018-08-08 18:38:18+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,8bdfd94c406c47cbb134e72e783ad4874d75c940,1,LongMessageChain
8bdfd94c406c47cbb134e72e783ad4874d75c940,增加AdvBox特点,0,1,2018-08-08 18:38:18+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,8bdfd94c406c47cbb134e72e783ad4874d75c940,12,LongParameterList
8bdfd94c406c47cbb134e72e783ad4874d75c940,增加AdvBox特点,0,1,2018-08-08 18:38:18+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,8bdfd94c406c47cbb134e72e783ad4874d75c940,1,LargeClass
60260355495714b4540cb394f2c4f477fb95bcec,增加Apache License 2.0许可文件,0,1,2018-08-08 21:08:21+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,60260355495714b4540cb394f2c4f477fb95bcec,1,LongBaseClassList
60260355495714b4540cb394f2c4f477fb95bcec,增加Apache License 2.0许可文件,0,1,2018-08-08 21:08:21+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,60260355495714b4540cb394f2c4f477fb95bcec,12,LongMethod
60260355495714b4540cb394f2c4f477fb95bcec,增加Apache License 2.0许可文件,0,1,2018-08-08 21:08:21+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,60260355495714b4540cb394f2c4f477fb95bcec,1,LongMessageChain
60260355495714b4540cb394f2c4f477fb95bcec,增加Apache License 2.0许可文件,0,1,2018-08-08 21:08:21+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,60260355495714b4540cb394f2c4f477fb95bcec,12,LongParameterList
60260355495714b4540cb394f2c4f477fb95bcec,增加Apache License 2.0许可文件,0,1,2018-08-08 21:08:21+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,60260355495714b4540cb394f2c4f477fb95bcec,1,LargeClass
2055c1da9cc830d6a0ca1ba175f63955bbd3dff3,增加许可内容,0,16,2018-08-09 11:02:11+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,2055c1da9cc830d6a0ca1ba175f63955bbd3dff3,1,LongBaseClassList
2055c1da9cc830d6a0ca1ba175f63955bbd3dff3,增加许可内容,0,16,2018-08-09 11:02:11+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,2055c1da9cc830d6a0ca1ba175f63955bbd3dff3,12,LongMethod
2055c1da9cc830d6a0ca1ba175f63955bbd3dff3,增加许可内容,0,16,2018-08-09 11:02:11+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,2055c1da9cc830d6a0ca1ba175f63955bbd3dff3,1,LongMessageChain
2055c1da9cc830d6a0ca1ba175f63955bbd3dff3,增加许可内容,0,16,2018-08-09 11:02:11+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,2055c1da9cc830d6a0ca1ba175f63955bbd3dff3,12,LongParameterList
2055c1da9cc830d6a0ca1ba175f63955bbd3dff3,增加许可内容,0,16,2018-08-09 11:02:11+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,2055c1da9cc830d6a0ca1ba175f63955bbd3dff3,1,LargeClass
619838e85d8ba8ba4e43b8f562579b1bb2a26daf,增加忽略文件的配置文件,0,1,2018-08-09 12:48:47+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,619838e85d8ba8ba4e43b8f562579b1bb2a26daf,1,LongBaseClassList
619838e85d8ba8ba4e43b8f562579b1bb2a26daf,增加忽略文件的配置文件,0,1,2018-08-09 12:48:47+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,619838e85d8ba8ba4e43b8f562579b1bb2a26daf,12,LongMethod
619838e85d8ba8ba4e43b8f562579b1bb2a26daf,增加忽略文件的配置文件,0,1,2018-08-09 12:48:47+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,619838e85d8ba8ba4e43b8f562579b1bb2a26daf,1,LongMessageChain
619838e85d8ba8ba4e43b8f562579b1bb2a26daf,增加忽略文件的配置文件,0,1,2018-08-09 12:48:47+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,619838e85d8ba8ba4e43b8f562579b1bb2a26daf,12,LongParameterList
619838e85d8ba8ba4e43b8f562579b1bb2a26daf,增加忽略文件的配置文件,0,1,2018-08-09 12:48:47+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,619838e85d8ba8ba4e43b8f562579b1bb2a26daf,1,LargeClass
eb5ecf0a099e0e4d3b8a65a509dc6bffca031a7b,增加对tf和caffe的支持,1,1,2018-08-10 21:42:45+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,eb5ecf0a099e0e4d3b8a65a509dc6bffca031a7b,1,LongBaseClassList
eb5ecf0a099e0e4d3b8a65a509dc6bffca031a7b,增加对tf和caffe的支持,1,1,2018-08-10 21:42:45+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,eb5ecf0a099e0e4d3b8a65a509dc6bffca031a7b,12,LongMethod
eb5ecf0a099e0e4d3b8a65a509dc6bffca031a7b,增加对tf和caffe的支持,1,1,2018-08-10 21:42:45+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,eb5ecf0a099e0e4d3b8a65a509dc6bffca031a7b,1,LongMessageChain
eb5ecf0a099e0e4d3b8a65a509dc6bffca031a7b,增加对tf和caffe的支持,1,1,2018-08-10 21:42:45+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,eb5ecf0a099e0e4d3b8a65a509dc6bffca031a7b,12,LongParameterList
eb5ecf0a099e0e4d3b8a65a509dc6bffca031a7b,增加对tf和caffe的支持,1,1,2018-08-10 21:42:45+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,eb5ecf0a099e0e4d3b8a65a509dc6bffca031a7b,1,LargeClass
531ff959f99009e399cfa2bac68122fa753937d3,更新许可信息,224,17,2018-08-14 22:53:56+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,531ff959f99009e399cfa2bac68122fa753937d3,1,LongBaseClassList
531ff959f99009e399cfa2bac68122fa753937d3,更新许可信息,224,17,2018-08-14 22:53:56+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,531ff959f99009e399cfa2bac68122fa753937d3,12,LongMethod
531ff959f99009e399cfa2bac68122fa753937d3,更新许可信息,224,17,2018-08-14 22:53:56+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,531ff959f99009e399cfa2bac68122fa753937d3,1,LongMessageChain
531ff959f99009e399cfa2bac68122fa753937d3,更新许可信息,224,17,2018-08-14 22:53:56+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,531ff959f99009e399cfa2bac68122fa753937d3,12,LongParameterList
531ff959f99009e399cfa2bac68122fa753937d3,更新许可信息,224,17,2018-08-14 22:53:56+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,531ff959f99009e399cfa2bac68122fa753937d3,1,LargeClass
d5b8c3ef8e665347ecffcdf30c8f59f449d86e56,更新许可信息,32,2,2018-08-14 23:05:22+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,d5b8c3ef8e665347ecffcdf30c8f59f449d86e56,1,LongBaseClassList
d5b8c3ef8e665347ecffcdf30c8f59f449d86e56,更新许可信息,32,2,2018-08-14 23:05:22+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,d5b8c3ef8e665347ecffcdf30c8f59f449d86e56,12,LongMethod
d5b8c3ef8e665347ecffcdf30c8f59f449d86e56,更新许可信息,32,2,2018-08-14 23:05:22+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,d5b8c3ef8e665347ecffcdf30c8f59f449d86e56,1,LongMessageChain
d5b8c3ef8e665347ecffcdf30c8f59f449d86e56,更新许可信息,32,2,2018-08-14 23:05:22+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,d5b8c3ef8e665347ecffcdf30c8f59f449d86e56,12,LongParameterList
d5b8c3ef8e665347ecffcdf30c8f59f449d86e56,更新许可信息,32,2,2018-08-14 23:05:22+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,d5b8c3ef8e665347ecffcdf30c8f59f449d86e56,1,LargeClass
408845d8fe4021562a1cf0f98e51836f8805177e,增加基于cifar10数据集 模型为resnet 对抗样本算法为bim deepfool和jsma的例子,0,3,2018-08-15 15:09:32+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,408845d8fe4021562a1cf0f98e51836f8805177e,1,LongBaseClassList
408845d8fe4021562a1cf0f98e51836f8805177e,增加基于cifar10数据集 模型为resnet 对抗样本算法为bim deepfool和jsma的例子,0,3,2018-08-15 15:09:32+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,408845d8fe4021562a1cf0f98e51836f8805177e,12,LongMethod
408845d8fe4021562a1cf0f98e51836f8805177e,增加基于cifar10数据集 模型为resnet 对抗样本算法为bim deepfool和jsma的例子,0,3,2018-08-15 15:09:32+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,408845d8fe4021562a1cf0f98e51836f8805177e,1,LongMessageChain
408845d8fe4021562a1cf0f98e51836f8805177e,增加基于cifar10数据集 模型为resnet 对抗样本算法为bim deepfool和jsma的例子,0,3,2018-08-15 15:09:32+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,408845d8fe4021562a1cf0f98e51836f8805177e,12,LongParameterList
408845d8fe4021562a1cf0f98e51836f8805177e,增加基于cifar10数据集 模型为resnet 对抗样本算法为bim deepfool和jsma的例子,0,3,2018-08-15 15:09:32+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,408845d8fe4021562a1cf0f98e51836f8805177e,1,LargeClass
89e2a080fa8bc49aef576ae2fc863599e4372665,增加了版本功能说明,1,2,2018-08-16 09:27:30+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,89e2a080fa8bc49aef576ae2fc863599e4372665,1,LongBaseClassList
89e2a080fa8bc49aef576ae2fc863599e4372665,增加了版本功能说明,1,2,2018-08-16 09:27:30+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,89e2a080fa8bc49aef576ae2fc863599e4372665,12,LongMethod
89e2a080fa8bc49aef576ae2fc863599e4372665,增加了版本功能说明,1,2,2018-08-16 09:27:30+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,89e2a080fa8bc49aef576ae2fc863599e4372665,1,LongMessageChain
89e2a080fa8bc49aef576ae2fc863599e4372665,增加了版本功能说明,1,2,2018-08-16 09:27:30+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,89e2a080fa8bc49aef576ae2fc863599e4372665,12,LongParameterList
89e2a080fa8bc49aef576ae2fc863599e4372665,增加了版本功能说明,1,2,2018-08-16 09:27:30+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,89e2a080fa8bc49aef576ae2fc863599e4372665,1,LargeClass
df65a556b234549d2acc5afede3535157d47f9b2,调整格式,2,1,2018-08-16 10:08:52+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,df65a556b234549d2acc5afede3535157d47f9b2,1,LongBaseClassList
df65a556b234549d2acc5afede3535157d47f9b2,调整格式,2,1,2018-08-16 10:08:52+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,df65a556b234549d2acc5afede3535157d47f9b2,12,LongMethod
df65a556b234549d2acc5afede3535157d47f9b2,调整格式,2,1,2018-08-16 10:08:52+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,df65a556b234549d2acc5afede3535157d47f9b2,1,LongMessageChain
df65a556b234549d2acc5afede3535157d47f9b2,调整格式,2,1,2018-08-16 10:08:52+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,df65a556b234549d2acc5afede3535157d47f9b2,12,LongParameterList
df65a556b234549d2acc5afede3535157d47f9b2,调整格式,2,1,2018-08-16 10:08:52+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,df65a556b234549d2acc5afede3535157d47f9b2,1,LargeClass
698d0d66d6507d0a604920948f6649e4fa4aa8c2,增加了使用示例的说明文档,0,2,2018-08-16 23:05:35+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,698d0d66d6507d0a604920948f6649e4fa4aa8c2,1,LongBaseClassList
698d0d66d6507d0a604920948f6649e4fa4aa8c2,增加了使用示例的说明文档,0,2,2018-08-16 23:05:35+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,698d0d66d6507d0a604920948f6649e4fa4aa8c2,12,LongMethod
698d0d66d6507d0a604920948f6649e4fa4aa8c2,增加了使用示例的说明文档,0,2,2018-08-16 23:05:35+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,698d0d66d6507d0a604920948f6649e4fa4aa8c2,1,LongMessageChain
698d0d66d6507d0a604920948f6649e4fa4aa8c2,增加了使用示例的说明文档,0,2,2018-08-16 23:05:35+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,698d0d66d6507d0a604920948f6649e4fa4aa8c2,12,LongParameterList
698d0d66d6507d0a604920948f6649e4fa4aa8c2,增加了使用示例的说明文档,0,2,2018-08-16 23:05:35+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,698d0d66d6507d0a604920948f6649e4fa4aa8c2,1,LargeClass
f162b2729a6f0e6091fc77b74ff253a824d0dd80,更新readme内容,1,1,2018-08-16 23:11:12+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,f162b2729a6f0e6091fc77b74ff253a824d0dd80,1,LongBaseClassList
f162b2729a6f0e6091fc77b74ff253a824d0dd80,更新readme内容,1,1,2018-08-16 23:11:12+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,f162b2729a6f0e6091fc77b74ff253a824d0dd80,12,LongMethod
f162b2729a6f0e6091fc77b74ff253a824d0dd80,更新readme内容,1,1,2018-08-16 23:11:12+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,f162b2729a6f0e6091fc77b74ff253a824d0dd80,1,LongMessageChain
f162b2729a6f0e6091fc77b74ff253a824d0dd80,更新readme内容,1,1,2018-08-16 23:11:12+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,f162b2729a6f0e6091fc77b74ff253a824d0dd80,12,LongParameterList
f162b2729a6f0e6091fc77b74ff253a824d0dd80,更新readme内容,1,1,2018-08-16 23:11:12+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,f162b2729a6f0e6091fc77b74ff253a824d0dd80,1,LargeClass
8b47b600adfe0ce2ce5e87170934c182a46a33e8,增加了Paddle平台预训练模型的信息,0,1,2018-08-17 11:32:49+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['New feature'],AdvBox,8b47b600adfe0ce2ce5e87170934c182a46a33e8,1,LongBaseClassList
8b47b600adfe0ce2ce5e87170934c182a46a33e8,增加了Paddle平台预训练模型的信息,0,1,2018-08-17 11:32:49+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['New feature'],AdvBox,8b47b600adfe0ce2ce5e87170934c182a46a33e8,12,LongMethod
8b47b600adfe0ce2ce5e87170934c182a46a33e8,增加了Paddle平台预训练模型的信息,0,1,2018-08-17 11:32:49+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['New feature'],AdvBox,8b47b600adfe0ce2ce5e87170934c182a46a33e8,1,LongMessageChain
8b47b600adfe0ce2ce5e87170934c182a46a33e8,增加了Paddle平台预训练模型的信息,0,1,2018-08-17 11:32:49+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['New feature'],AdvBox,8b47b600adfe0ce2ce5e87170934c182a46a33e8,12,LongParameterList
8b47b600adfe0ce2ce5e87170934c182a46a33e8,增加了Paddle平台预训练模型的信息,0,1,2018-08-17 11:32:49+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['New feature'],AdvBox,8b47b600adfe0ce2ce5e87170934c182a46a33e8,1,LargeClass
d8367d6918e95006fa1ec9952842c1cc9d0b69a0,更新使用说明部分,2,1,2018-08-17 13:14:49+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,d8367d6918e95006fa1ec9952842c1cc9d0b69a0,1,LongBaseClassList
d8367d6918e95006fa1ec9952842c1cc9d0b69a0,更新使用说明部分,2,1,2018-08-17 13:14:49+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,d8367d6918e95006fa1ec9952842c1cc9d0b69a0,12,LongMethod
d8367d6918e95006fa1ec9952842c1cc9d0b69a0,更新使用说明部分,2,1,2018-08-17 13:14:49+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,d8367d6918e95006fa1ec9952842c1cc9d0b69a0,1,LongMessageChain
d8367d6918e95006fa1ec9952842c1cc9d0b69a0,更新使用说明部分,2,1,2018-08-17 13:14:49+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,d8367d6918e95006fa1ec9952842c1cc9d0b69a0,12,LongParameterList
d8367d6918e95006fa1ec9952842c1cc9d0b69a0,更新使用说明部分,2,1,2018-08-17 13:14:49+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,d8367d6918e95006fa1ec9952842c1cc9d0b69a0,1,LargeClass
8265a44969dfb352b4f2c65b9ef83983828cd3c2,增加了通用的ResNet定义,1,1,2018-08-19 09:16:11+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,8265a44969dfb352b4f2c65b9ef83983828cd3c2,1,LongBaseClassList
8265a44969dfb352b4f2c65b9ef83983828cd3c2,增加了通用的ResNet定义,1,1,2018-08-19 09:16:11+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,8265a44969dfb352b4f2c65b9ef83983828cd3c2,12,LongMethod
8265a44969dfb352b4f2c65b9ef83983828cd3c2,增加了通用的ResNet定义,1,1,2018-08-19 09:16:11+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,8265a44969dfb352b4f2c65b9ef83983828cd3c2,1,LongMessageChain
8265a44969dfb352b4f2c65b9ef83983828cd3c2,增加了通用的ResNet定义,1,1,2018-08-19 09:16:11+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,8265a44969dfb352b4f2c65b9ef83983828cd3c2,12,LongParameterList
8265a44969dfb352b4f2c65b9ef83983828cd3c2,增加了通用的ResNet定义,1,1,2018-08-19 09:16:11+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,8265a44969dfb352b4f2c65b9ef83983828cd3c2,1,LargeClass
f2a34e89d46208408e0344e20fd59754797b4a81,增加经典论文 设计白盒 黑盒  物理攻击和防护手段,0,16,2018-08-21 10:47:03+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,f2a34e89d46208408e0344e20fd59754797b4a81,1,LongBaseClassList
f2a34e89d46208408e0344e20fd59754797b4a81,增加经典论文 设计白盒 黑盒  物理攻击和防护手段,0,16,2018-08-21 10:47:03+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,f2a34e89d46208408e0344e20fd59754797b4a81,12,LongMethod
f2a34e89d46208408e0344e20fd59754797b4a81,增加经典论文 设计白盒 黑盒  物理攻击和防护手段,0,16,2018-08-21 10:47:03+08:00,../../projects/not_well_engineered_projects/AdvBox,AdvBox,['Other'],AdvBox,f2a34e89d46208408e0344e20fd59754797b4a81,1,LongMessageChain
