subject,tag,Number of Smells,Smell
covidify,2e5d05520227ba5af408e3c94416c715e86dee9d,9,MultiplyNestedContainer
covidify,30443770d3cc6ee8a8c8e06f55a924bb523bc3f7,39,MultiplyNestedContainer
covidify,320919a5758ad15d8ee8530f6275d5c336eb0e36,21,MultiplyNestedContainer
covidify,33e6a6f6800bebbea1a0e6ec23d20e47151ea7da,9,MultiplyNestedContainer
covidify,340345df78cc8f1883e03a71f13733091fb1f509,7,MultiplyNestedContainer
covidify,340472b2e66703e5c2e2fb2f9f4efdff079cfd5d,9,MultiplyNestedContainer
covidify,34b5d9e8f4be2eacceaf8e62fb7a2c670e2cb3ba,5,MultiplyNestedContainer
covidify,3530345994bbead2222f7db4f9af64765df43ec9,14,MultiplyNestedContainer
covidify,35bff63244a92c0a717773be5d8ab29a7a646d0c,36,MultiplyNestedContainer
covidify,3758c3849bbb9189610b4b888441843868fc22a9,9,MultiplyNestedContainer
covidify,388d047f8117e1b4370170e2ccc43ded41f5587f,21,MultiplyNestedContainer
covidify,38ab4035e5fc0fe87053db46ef69dd2d5e1951e6,3,MultiplyNestedContainer
covidify,398a507c850c95493d54350e07db9143a4636e36,17,MultiplyNestedContainer
covidify,39c9f40df8a1dda132112b085959a3f88da13ff8,16,MultiplyNestedContainer
covidify,39e6619200e9e1b0fa042865358e16429eb05695,11,MultiplyNestedContainer
covidify,3a04b071bdce7872bc164314c8399059442e6c71,21,MultiplyNestedContainer
covidify,3a311b08a0b649b5834796a52b97850ba03b5734,25,MultiplyNestedContainer
covidify,3c65d95607440b1ef8ff7439115ea89c3403dde1,14,MultiplyNestedContainer
covidify,3e0c49c530536673bb988712e9bbfd24acec3dd6,9,MultiplyNestedContainer
covidify,3ecc61b66f7fa089984463268b4e5e75069cff91,7,MultiplyNestedContainer
covidify,3f09f6dc163dda36643a15bcbeda5982629e2cc5,11,MultiplyNestedContainer
covidify,4024d43180e2dfdf01b5fbe9fc165504db0adf6b,39,MultiplyNestedContainer
covidify,41b9a874f5e705ec054849b6d95a517844682733,17,MultiplyNestedContainer
covidify,41bf506c50428b52e2bb9c8b6576a76193d32509,17,MultiplyNestedContainer
covidify,43099064d629bdd6ce6d83efae4c4106f4693555,9,MultiplyNestedContainer
covidify,4394a95e04eeb32e92dd91e39739d2ef19c20d85,7,MultiplyNestedContainer
covidify,45ea6086ccdc94b4dd59c104bf692789d7a8121a,3,MultiplyNestedContainer
covidify,4617addb78b5eb256b820a8eb23c7e08b29dff1a,3,MultiplyNestedContainer
covidify,479ef368fb608666b24c3deb9fed0263a82e1f71,21,MultiplyNestedContainer
covidify,47a176f02b70129c4e836f165a8e3636c04f56b4,7,MultiplyNestedContainer
covidify,4803675022be858983497fbeb1a921f5f7c1ca92,17,MultiplyNestedContainer
covidify,496625dc99c2d1b82da3d6e35019bf5e5aa208f7,17,MultiplyNestedContainer
covidify,4aa32bd19f2184001c9210686b83962efa8402fc,7,MultiplyNestedContainer
covidify,4c08e9cd598fa755eb95bede33d3b1e80af7d7d5,14,MultiplyNestedContainer
covidify,4c83c82a350e4319f45537c9a05b34050f7e7fa5,7,MultiplyNestedContainer
covidify,4ce06779b09a7d3060e6bf5a0b525d089442a1ff,9,MultiplyNestedContainer
covidify,50e2871edcf2e03935f235d8f3c57eead952b44d,36,MultiplyNestedContainer
covidify,50ed49975269d6c1ae5fdc6a9270fefbab445e4a,21,MultiplyNestedContainer
covidify,51861e8f1fd6399ec117d4d21bf66321eb08144a,9,MultiplyNestedContainer
covidify,5274a49417321434ada6c34148392929f9071922,9,MultiplyNestedContainer
covidify,5466fee5e9dc9576ce644c337d38c196f9e54782,5,MultiplyNestedContainer
covidify,5535e7954c44263fa30dca8c32ac60d18c2da6b6,7,MultiplyNestedContainer
covidify,553d01f78e5df6711fd99511dba3c07fa23e4415,21,MultiplyNestedContainer
covidify,5704199e5313e5ad96868b19776c7f764cf9b0ba,21,MultiplyNestedContainer
covidify,579aa5608b37dc2afc4a9af758250a97b32c8c6f,39,MultiplyNestedContainer
covidify,57e8da7b5f53f1752451c5fb384cd6a78867d642,9,MultiplyNestedContainer
covidify,580b20000b34eea9b2d3d50f5ff1e1484c20f033,17,MultiplyNestedContainer
covidify,5923ea4e3fc6a2bf63a1635581097dbb011d3c64,36,MultiplyNestedContainer
covidify,59364fd5d344312b28801eb4ce31274c8e794d58,7,MultiplyNestedContainer
covidify,5ab5bbc865f153f85d1f74f152ea30b42ca860cd,5,MultiplyNestedContainer
covidify,5b41ba75480b61b9070edbb41827a7eed22becc9,9,MultiplyNestedContainer
covidify,5e64fa6d33695ee81f5436d04e76a9a8771200e0,3,MultiplyNestedContainer
covidify,5f6e59781bd55bf13c94b3cd61043f894d6ce0ab,17,MultiplyNestedContainer
covidify,60a6079b4e1a03234d5cf0e45d23e32c3361aef1,9,MultiplyNestedContainer
covidify,60d210a3324f9f900272d24900f577abc306ace3,3,MultiplyNestedContainer
covidify,60f50e29757be96a7d10267c0bbe24da20b70819,21,MultiplyNestedContainer
covidify,61edbe42c118fc4058f92c1b6623f91f846f368d,11,MultiplyNestedContainer
covidify,61ef7e22be30bf00ac0168bd8fa1825ac200430a,25,MultiplyNestedContainer
covidify,630fe7720ba24d4483e72ef86c47137ba6bae459,17,MultiplyNestedContainer
covidify,63a799ec3c4605833f56703ec1c81b95d3db5af4,17,MultiplyNestedContainer
covidify,653857816656a642a262a6d0db9baafbb5e7c8cc,9,MultiplyNestedContainer
covidify,6611468d68f6470af5d273e1b7af6b9e8e4c3ad8,5,MultiplyNestedContainer
covidify,669289bbbf4508940d7096fee676ef061550183a,3,MultiplyNestedContainer
covidify,67ae2bfd7ee21d8a062e6dc2fbfab599a2f40aa1,9,MultiplyNestedContainer
covidify,69c503108b6cd5fcac67b06df3d84204d3cf623f,5,MultiplyNestedContainer
covidify,6aab44791b342032d81373c22a5deee8b49d6a43,39,MultiplyNestedContainer
covidify,6b156d43730024e952ead8b601e5939b4a668684,11,MultiplyNestedContainer
covidify,6b5cf163f18e743f90c08fde6a740dcda6d192b9,5,MultiplyNestedContainer
covidify,6bcf2681987c4b1b7d2787f278c379eeaca41e3b,11,MultiplyNestedContainer
covidify,6bef8d6f600b212b79addb0c0c3ed4fbcef775d3,7,MultiplyNestedContainer
covidify,6c436410b4494013452debac08d9c9c340555d07,9,MultiplyNestedContainer
covidify,6c6edf09e149c2a536750ffcafe43fdb1a997111,3,MultiplyNestedContainer
covidify,6cce02d6001bdbb715fa78ce80c704c4c4fa50c8,9,MultiplyNestedContainer
covidify,6d7f36370f94774062424ed1aaaabbe91a74e4c1,3,MultiplyNestedContainer
covidify,6db0de178b74d747205b867438ec3c533dc81d77,21,MultiplyNestedContainer
covidify,6df499a365639c9147a7a96eb0f6af9a58727c8d,3,MultiplyNestedContainer
covidify,6f01b00caa46495b8d3c5a8f12d24aab21d9f0aa,11,MultiplyNestedContainer
covidify,7141ad50c8eeb88031eeef718748760a034739bf,5,MultiplyNestedContainer
covidify,7190e676f30fa60a572cbcd4caace38a9faaaf51,21,MultiplyNestedContainer
covidify,72086da5836d65ee8845f04b97a0b9f8d0c633b5,7,MultiplyNestedContainer
covidify,72b05c14eb31fe61abfb69acb4d734472f8cc392,3,MultiplyNestedContainer
covidify,72deeca1016dd008f0d385d4c56bf1e883a04db2,21,MultiplyNestedContainer
covidify,7319f9c0fd8ce5ae43a044ccb7ff20e8eba9dc4a,17,MultiplyNestedContainer
covidify,73b81803f4651d357ec41d8fd082cc7b481d8fc0,9,MultiplyNestedContainer
covidify,753138b6f1be560195d0eb6da6b4638664b7a83e,16,MultiplyNestedContainer
covidify,76a15a5140dcd019164ea259238c563f620f57d9,3,MultiplyNestedContainer
covidify,7801a1330815ad155de9bcf7c5833d87f95b0b54,5,MultiplyNestedContainer
covidify,78681d9fd49257dc580a35fecd2333905f4cf9f0,3,MultiplyNestedContainer
covidify,7896c5d2b6765d34c5fcbc8bf250e44a920f8e52,11,MultiplyNestedContainer
covidify,7913ab9904a176a91c2df64ae4974dd70d269d10,9,MultiplyNestedContainer
covidify,7b836465bb5dff100cee5c38f0bfa5f9d3e62751,21,MultiplyNestedContainer
covidify,7bb9af4d636c7e78d491d83312346223d5adf710,17,MultiplyNestedContainer
covidify,7d151ec280fa7aa570b58a6f160d3154aced0108,39,MultiplyNestedContainer
covidify,7d5a62e3b068da7fff7b496ae60148441e80a45a,17,MultiplyNestedContainer
covidify,7e2929419f5587908eef9daeffd349e9b6a945e0,5,MultiplyNestedContainer
covidify,809edf99432fd3e19cb803025e5ef60df4060769,10,MultiplyNestedContainer
covidify,81807a47e98293c073fea6353d523908fe04160c,21,MultiplyNestedContainer
covidify,848ff373d2e8d57baa5f573cdf8677bd19d3faa3,7,MultiplyNestedContainer
covidify,8c9ca59ec198a947f09b642d5020fa8a72929590,25,MultiplyNestedContainer
covidify,8cc745c15d2ad2b14cd622fce2c66a14576388d4,17,MultiplyNestedContainer
covidify,8ce44a4a13780589464358b3c8eba8d91020b63f,14,MultiplyNestedContainer
covidify,8e4fd20dd7c24eeea6ee9f2f53e267cb4ead325d,3,MultiplyNestedContainer
covidify,8e9e9a03d8521ce330b2e67471ca5dc19eea23e3,39,MultiplyNestedContainer
covidify,909a6923e9c160fbe3c90c2f5fd98fc542d56193,39,MultiplyNestedContainer
covidify,90b39d8f96e382047305375c0264dc08f2a1b60f,14,MultiplyNestedContainer
covidify,90ec519d96af01fe1e711332e494b8e31c6e23e5,11,MultiplyNestedContainer
covidify,91ac7502654c7addbe42d67333ca3acc9837bf1e,17,MultiplyNestedContainer
covidify,91bfd7b529cf735c56ab0b506f3aeff3933e146a,17,MultiplyNestedContainer
covidify,935af3125b6f3e50cbf9d946883c5c0190cbaac7,9,MultiplyNestedContainer
covidify,941278670ed89274ed6e1b9112b18a695ebb5229,14,MultiplyNestedContainer
covidify,94fa636313fc494eacffcb252f561c3123f3e8b3,9,MultiplyNestedContainer
covidify,95a794eb5e24ac477d6e191b7454a0de44493a13,5,MultiplyNestedContainer
covidify,969639e971f662c763f901531aee378a702826ed,7,MultiplyNestedContainer
covidify,96eae74b29cc0151f2099d3b8ab24d733369b65b,16,MultiplyNestedContainer
covidify,97ceafd7fc1abd1c29d4b7762b212aafa6ddc046,17,MultiplyNestedContainer
covidify,981ad6e15aeb7c7a9b20e521db1e1bd03026b58e,36,MultiplyNestedContainer
covidify,99a0b70734b1f19608789f08f11f1d3ce4a2e0a6,11,MultiplyNestedContainer
covidify,9ac352f9fa5509d3a75ec10b0105ad3aaadee169,36,MultiplyNestedContainer
covidify,9be190dfb05c31fc90ca09d6a0a9aff23d3d8c54,10,MultiplyNestedContainer
covidify,9bff216abe666e6727b972b07e1a23e1e9a0cbe0,21,MultiplyNestedContainer
covidify,9c3331c9cd376abb74c2d4998052f2a714bf12cb,7,MultiplyNestedContainer
covidify,9d2e1ace7f34fbc35565970ed9a7d0c18e109276,21,MultiplyNestedContainer
covidify,9fc46205145ef214603af212de868679d6d66033,16,MultiplyNestedContainer
covidify,a0083ce69c1001b4725ca32c1b327fb77e2a4134,9,MultiplyNestedContainer
covidify,a106df4c17167b8e71fc52acf4dbd5e259bf36e5,9,MultiplyNestedContainer
covidify,a3185b918b6a0ea19989d6b85fc8b73c5d13a1f0,21,MultiplyNestedContainer
covidify,a5b4ebbfe592c40a68e2aa4fee5a4dd0c7e67396,9,MultiplyNestedContainer
covidify,a5b804b75486bb48fe583178b68406e82f482289,39,MultiplyNestedContainer
covidify,a6afdbf142d54bbe02d973e315f0b7f6caa24980,9,MultiplyNestedContainer
covidify,a7f24c2568b801b1c76980b277e42ff779ca2de9,5,MultiplyNestedContainer
covidify,a88bf07c697b0a4775d7a1bd408aa488c9126fa1,21,MultiplyNestedContainer
covidify,a97e6c44d54a6d02aefd26a37ee4507fc4525c62,16,MultiplyNestedContainer
covidify,aa7570c46d44155c6ca67b7bf15424bf499faab2,17,MultiplyNestedContainer
covidify,ac4ce6c134dee6306772726598d782844fc54df5,14,MultiplyNestedContainer
covidify,ac8f85b5b01556402d8855e702f42cb05249499b,25,MultiplyNestedContainer
covidify,ae413f95505fbc7978b45966193598c01d7c8728,21,MultiplyNestedContainer
covidify,aead3b13798cf5839605784032045d6341266606,11,MultiplyNestedContainer
covidify,b05c35208bdb3f0aaff6009c091f458ae48281dd,5,MultiplyNestedContainer
covidify,b2a8aab4bd2b9eb9952643b1c32f0f8d2b637669,5,MultiplyNestedContainer
covidify,b2cf5fbb040497bee642de6db19f46728f536663,21,MultiplyNestedContainer
covidify,b3941e16df683e0c7196f42a6be86ed244d5bd0b,21,MultiplyNestedContainer
covidify,b47fa60a1d4d56aef7ccf7a7873537b73fb227d0,5,MultiplyNestedContainer
covidify,b4d1a66dd88609c1010bb3ef859cd7e2d607507f,7,MultiplyNestedContainer
covidify,b4dfdc2a7fe3491c3257fcf98e4480b5f44d9215,9,MultiplyNestedContainer
covidify,b5166badfde644488ac1cfa1983634f1f8da714a,9,MultiplyNestedContainer
covidify,b5d4472a8ed95301ed60955e8db538ee176f6335,14,MultiplyNestedContainer
covidify,b651b9ad867e28d208d78a0c03bfdf03267be0c6,17,MultiplyNestedContainer
covidify,b69d13f28ab4538aed30ab6b3a9196615fba999b,3,MultiplyNestedContainer
covidify,b6a8ac6cbe81b9ef728a75d5c1835b69486de824,5,MultiplyNestedContainer
covidify,b6c786e493102164b284d086a397a2f4d836c86f,17,MultiplyNestedContainer
covidify,b726555bc5a5fc3912f3099caa066841775c453f,21,MultiplyNestedContainer
covidify,b7cd61abbb2a33fc7b1e2cd2ce0a58017f1edb98,11,MultiplyNestedContainer
covidify,b84a43bf45a7c2406741406f8d8e6f3a2742cc7f,5,MultiplyNestedContainer
covidify,b85472b7a1529a28761f93d9aad71f60439432ba,5,MultiplyNestedContainer
covidify,b90c150004262fca75a1dab99b626171a161db73,21,MultiplyNestedContainer
covidify,bba3de2e145f4c6182ecb402fb528a663e9f9f1d,23,MultiplyNestedContainer
covidify,bc90008916cd4b0685019e0b979e5ec443691c6b,9,MultiplyNestedContainer
covidify,bc9fb43ccebe3f93a59caf9d100731abf51052dd,9,MultiplyNestedContainer
covidify,be778c6308031b808dcadc0c9a12f76c4a630c60,9,MultiplyNestedContainer
covidify,c02692e2b97e2de875b761a9ed589b599da5f0fd,21,MultiplyNestedContainer
covidify,c031b957a2ca6ecd7e7d90660ed160be21a63a82,39,MultiplyNestedContainer
covidify,c1de6c5ba1b72d356a99d1ef4f38ed819df090f6,16,MultiplyNestedContainer
covidify,c3f522505cc99938ad81932b6e399a58ab3ec9c4,2,MultiplyNestedContainer
covidify,c472ad97ddee4703e84b3c683774202d7523d948,17,MultiplyNestedContainer
covidify,c5dbd6be9b4cfb62fec7c488bfebc22c1cbde1a6,39,MultiplyNestedContainer
covidify,c66d32f9bbb1254905d2e95dd1792f136219c5b9,5,MultiplyNestedContainer
covidify,c77e564cdc25f1e4e0449b3f336e832ad90cb595,36,MultiplyNestedContainer
covidify,c84a37466f620fda86e9be44b0d947c0175fb47b,11,MultiplyNestedContainer
covidify,c93eaead6c648255d9e6e40aae7fe5c96bd48117,21,MultiplyNestedContainer
covidify,c94705dcba36232df94e6ba18b41fa81b4e8b679,25,MultiplyNestedContainer
covidify,c9fb719a4da0c135244539ecbf19249d0e0caf28,11,MultiplyNestedContainer
covidify,ca62f26fdc6d2b909ce6a0b71f09852bb2472df9,5,MultiplyNestedContainer
covidify,ca677611967e93578bf708a44c00e7d33b1e8563,39,MultiplyNestedContainer
covidify,cabc1db43d16627ef9ffd03158d80e508c1e060c,25,MultiplyNestedContainer
covidify,cacda8445b09062592190feb8137ab8cafea7573,21,MultiplyNestedContainer
covidify,cc7e935009575388cd07141b4fe84569ec51d925,39,MultiplyNestedContainer
covidify,ccda88ccb3e58b5994062f2649d590094e2d04ed,3,MultiplyNestedContainer
covidify,cdeab75f61d33adc5f208af8012b28889e28a499,17,MultiplyNestedContainer
covidify,ce008f78f152ce70269449dba2be0e20f76e3c3b,21,MultiplyNestedContainer
covidify,ce9eee0c78d1d08793bdde4d910dcd0aed0cd917,5,MultiplyNestedContainer
covidify,ceee002bfcf5265afb04b25dd9dc6aae1dea6944,17,MultiplyNestedContainer
covidify,cfdc496879b0c5a2e40277d9e74180edde69099c,17,MultiplyNestedContainer
covidify,d0441fa869193cf91b2d5be259d3f254c1ac00da,9,MultiplyNestedContainer
covidify,d14a5a0bcfa553bc2863086d65087fca178ef6bc,3,MultiplyNestedContainer
covidify,d500eae84f1ea19ae59c1a91d10d4b799828125d,5,MultiplyNestedContainer
covidify,d8919cb77c140b7e5c9da2454d4d1032f4f0422c,3,MultiplyNestedContainer
covidify,d8e6265022d013935fbfb93ce990f50a701cbe1d,9,MultiplyNestedContainer
covidify,daf5679215afc61cfe2da8d366b0b16d5fd26a4d,21,MultiplyNestedContainer
covidify,dcefb0fb895fb7d2d30a6a6ab147f420b1e7ee1e,39,MultiplyNestedContainer
covidify,dd11a9f3a56e736a88d40f4f16dd13d4e50dfe16,9,MultiplyNestedContainer
covidify,dd1abec342cd817789256ce8955632b5e993207a,5,MultiplyNestedContainer
covidify,dd354d7d6daf8134d7b8b64d707902506f7dfc74,17,MultiplyNestedContainer
covidify,dd38a1d57302868760854eeca016200b6061917c,9,MultiplyNestedContainer
covidify,dd75d29d70313fb5b95203fd2d45d63e2515d7bc,7,MultiplyNestedContainer
covidify,ddc21a591c4d3ccabb245e092309cc1fffa1be48,36,MultiplyNestedContainer
covidify,de2ad130d74d1311b500de1b5192bd09e37adde0,21,MultiplyNestedContainer
covidify,de4b2101ad989a1fd26b2e7a5952f0e6cd441ae9,11,MultiplyNestedContainer
covidify,de70ba4166e049fae41212d0dcb4855253edbf5f,17,MultiplyNestedContainer
covidify,e18a3b52082b80c2b2d1dd0fac8948e3ef207357,9,MultiplyNestedContainer
covidify,e20120b7227c501a53d931c94888e6fc57763a80,11,MultiplyNestedContainer
covidify,e277ba722b6531f46784ffefa253847616048c28,36,MultiplyNestedContainer
covidify,e2e2c792c41ccbb660232d923400af24ee4fe6c8,5,MultiplyNestedContainer
covidify,e328e96361cc7596b28c897321f9410ad6183efb,9,MultiplyNestedContainer
covidify,e33409c6ddeba398637977b87f24138aea2260d9,9,MultiplyNestedContainer
covidify,e3ba2513e0916e3c5ff84492f0b189659d104248,5,MultiplyNestedContainer
covidify,e678eff7ae6e818f709ae57ee80a1e8b0921f2dc,5,MultiplyNestedContainer
covidify,e856bf21b91e56bdf6e44f8c3827993d5610a061,14,MultiplyNestedContainer
covidify,e922cf97821b5dd64125cd040166ae3fd52ff193,16,MultiplyNestedContainer
covidify,e98184983414c171170f9bc8e4684d253425a688,21,MultiplyNestedContainer
covidify,ea478c7b38258ec4406bef16146ec0d81174a7ae,16,MultiplyNestedContainer
covidify,ebb2b234b158144c724ecd394e0c0a673dc39ba1,3,MultiplyNestedContainer
covidify,ecda0ee4b951064b73aaf463e42d0d63b8c249db,11,MultiplyNestedContainer
covidify,efcd634e251df2fbb051c0df004cd17009090ba0,36,MultiplyNestedContainer
covidify,efd2f9bceb235c588496cbeaf85a337454507321,21,MultiplyNestedContainer
covidify,eff4c8183e6b56f0b1fa27d9068a59c1bbffbb8d,25,MultiplyNestedContainer
covidify,f173dbc19cd249612ee652d005e7861de9d3c86c,21,MultiplyNestedContainer
covidify,f1d9a2c5af69ba09057ade55d9b5ff0753889f62,9,MultiplyNestedContainer
covidify,f4ec70dae74e16117db841085c3e8dbedba84346,9,MultiplyNestedContainer
covidify,f5206badffc2eae483044d3bf100af4dbfb47e52,5,MultiplyNestedContainer
covidify,f68a1ccfeea6d91f2b214ef5092e066ae30de3b9,9,MultiplyNestedContainer
covidify,f9d9b0af73cbada5e8403f987d801bfe9ad8e6ab,11,MultiplyNestedContainer
covidify,fb32653cc14f062ea6a7696265d45577982082ae,17,MultiplyNestedContainer
covidify,fb80a2400af654f296801813c0d11599d5f330cc,5,MultiplyNestedContainer
covidify,fbb7a51f424583fe574af934cf112073ce7b1b34,9,MultiplyNestedContainer
covidify,fda6e24eee994eb30c2686f085ad74e0b1e1d1c3,9,MultiplyNestedContainer
covidify,ff713718d403d21ead58b1091273a4e7f222c94b,36,MultiplyNestedContainer
covidify,c3f522505cc99938ad81932b6e399a58ab3ec9c4,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,c3f522505cc99938ad81932b6e399a58ab3ec9c4,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,c3f522505cc99938ad81932b6e399a58ab3ec9c4,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,154f95586931f6951937e15fff5e781557f75a02,../../projects/well_engineered_projects/covidify/setup.py,41,,2,1
covidify,154f95586931f6951937e15fff5e781557f75a02,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,18,1,,
covidify,154f95586931f6951937e15fff5e781557f75a02,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,154f95586931f6951937e15fff5e781557f75a02,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,154f95586931f6951937e15fff5e781557f75a02,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,02da4aefc0066d37661a189d3e89510b58249797,../../projects/well_engineered_projects/covidify/setup.py,41,,2,1
covidify,02da4aefc0066d37661a189d3e89510b58249797,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,18,1,,
covidify,02da4aefc0066d37661a189d3e89510b58249797,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,02da4aefc0066d37661a189d3e89510b58249797,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,02da4aefc0066d37661a189d3e89510b58249797,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,482c7be35e94368820cacf1007b360b953ba27b0,../../projects/well_engineered_projects/covidify/setup.py,41,,2,1
covidify,482c7be35e94368820cacf1007b360b953ba27b0,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,18,1,,
covidify,482c7be35e94368820cacf1007b360b953ba27b0,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,482c7be35e94368820cacf1007b360b953ba27b0,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,482c7be35e94368820cacf1007b360b953ba27b0,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,8ae326062d05a7d6c998d75e00595bf71c090f91,../../projects/well_engineered_projects/covidify/setup.py,41,,2,1
covidify,8ae326062d05a7d6c998d75e00595bf71c090f91,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,18,1,,
covidify,8ae326062d05a7d6c998d75e00595bf71c090f91,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,8ae326062d05a7d6c998d75e00595bf71c090f91,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,8ae326062d05a7d6c998d75e00595bf71c090f91,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,e04be2a56248ac32120fd30dda5ff85ddd49a48a,../../projects/well_engineered_projects/covidify/setup.py,41,,2,1
covidify,e04be2a56248ac32120fd30dda5ff85ddd49a48a,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,18,1,,
covidify,e04be2a56248ac32120fd30dda5ff85ddd49a48a,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,e04be2a56248ac32120fd30dda5ff85ddd49a48a,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,e04be2a56248ac32120fd30dda5ff85ddd49a48a,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,76ec34efa5f7c02f645c294da37af4c013595512,../../projects/well_engineered_projects/covidify/setup.py,41,,2,1
covidify,76ec34efa5f7c02f645c294da37af4c013595512,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,18,1,,
covidify,76ec34efa5f7c02f645c294da37af4c013595512,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,76ec34efa5f7c02f645c294da37af4c013595512,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,76ec34efa5f7c02f645c294da37af4c013595512,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,22,1,,
covidify,f30d211d2075a5e2ad6625b43e30f66ce7089cfd,../../projects/well_engineered_projects/covidify/setup.py,41,,2,1
