subject,tag,Number of Smells,Smell
covidify,b5166badfde644488ac1cfa1983634f1f8da714a,3,LongMethod
covidify,b5d4472a8ed95301ed60955e8db538ee176f6335,11,LongMethod
covidify,b651b9ad867e28d208d78a0c03bfdf03267be0c6,14,LongMethod
covidify,b69d13f28ab4538aed30ab6b3a9196615fba999b,1,LongMethod
covidify,b6a8ac6cbe81b9ef728a75d5c1835b69486de824,3,LongMethod
covidify,b6c786e493102164b284d086a397a2f4d836c86f,14,LongMethod
covidify,b726555bc5a5fc3912f3099caa066841775c453f,15,LongMethod
covidify,b7cd61abbb2a33fc7b1e2cd2ce0a58017f1edb98,4,LongMethod
covidify,b84a43bf45a7c2406741406f8d8e6f3a2742cc7f,7,LongMethod
covidify,b85472b7a1529a28761f93d9aad71f60439432ba,7,LongMethod
covidify,b90c150004262fca75a1dab99b626171a161db73,15,LongMethod
covidify,bba3de2e145f4c6182ecb402fb528a663e9f9f1d,3,LongMethod
covidify,bc90008916cd4b0685019e0b979e5ec443691c6b,3,LongMethod
covidify,bc9fb43ccebe3f93a59caf9d100731abf51052dd,3,LongMethod
covidify,be778c6308031b808dcadc0c9a12f76c4a630c60,3,LongMethod
covidify,c02692e2b97e2de875b761a9ed589b599da5f0fd,15,LongMethod
covidify,c031b957a2ca6ecd7e7d90660ed160be21a63a82,6,LongMethod
covidify,c1de6c5ba1b72d356a99d1ef4f38ed819df090f6,11,LongMethod
covidify,c3f522505cc99938ad81932b6e399a58ab3ec9c4,7,LongMethod
covidify,c472ad97ddee4703e84b3c683774202d7523d948,14,LongMethod
covidify,c5dbd6be9b4cfb62fec7c488bfebc22c1cbde1a6,6,LongMethod
covidify,c66d32f9bbb1254905d2e95dd1792f136219c5b9,7,LongMethod
covidify,c77e564cdc25f1e4e0449b3f336e832ad90cb595,5,LongMethod
covidify,c84a37466f620fda86e9be44b0d947c0175fb47b,4,LongMethod
covidify,c93eaead6c648255d9e6e40aae7fe5c96bd48117,15,LongMethod
covidify,c94705dcba36232df94e6ba18b41fa81b4e8b679,4,LongMethod
covidify,c9fb719a4da0c135244539ecbf19249d0e0caf28,4,LongMethod
covidify,ca62f26fdc6d2b909ce6a0b71f09852bb2472df9,7,LongMethod
covidify,ca677611967e93578bf708a44c00e7d33b1e8563,6,LongMethod
covidify,cabc1db43d16627ef9ffd03158d80e508c1e060c,4,LongMethod
covidify,cacda8445b09062592190feb8137ab8cafea7573,15,LongMethod
covidify,cc7e935009575388cd07141b4fe84569ec51d925,6,LongMethod
covidify,ccda88ccb3e58b5994062f2649d590094e2d04ed,1,LongMethod
covidify,cdeab75f61d33adc5f208af8012b28889e28a499,14,LongMethod
covidify,ce008f78f152ce70269449dba2be0e20f76e3c3b,15,LongMethod
covidify,ce9eee0c78d1d08793bdde4d910dcd0aed0cd917,7,LongMethod
covidify,ceee002bfcf5265afb04b25dd9dc6aae1dea6944,14,LongMethod
covidify,cfdc496879b0c5a2e40277d9e74180edde69099c,14,LongMethod
covidify,d0441fa869193cf91b2d5be259d3f254c1ac00da,3,LongMethod
covidify,d14a5a0bcfa553bc2863086d65087fca178ef6bc,1,LongMethod
covidify,d500eae84f1ea19ae59c1a91d10d4b799828125d,7,LongMethod
covidify,d8919cb77c140b7e5c9da2454d4d1032f4f0422c,1,LongMethod
covidify,d8e6265022d013935fbfb93ce990f50a701cbe1d,3,LongMethod
covidify,daf5679215afc61cfe2da8d366b0b16d5fd26a4d,15,LongMethod
covidify,dcefb0fb895fb7d2d30a6a6ab147f420b1e7ee1e,6,LongMethod
covidify,dd11a9f3a56e736a88d40f4f16dd13d4e50dfe16,3,LongMethod
covidify,dd1abec342cd817789256ce8955632b5e993207a,7,LongMethod
covidify,dd354d7d6daf8134d7b8b64d707902506f7dfc74,14,LongMethod
covidify,dd38a1d57302868760854eeca016200b6061917c,3,LongMethod
covidify,dd75d29d70313fb5b95203fd2d45d63e2515d7bc,7,LongMethod
covidify,ddc21a591c4d3ccabb245e092309cc1fffa1be48,5,LongMethod
covidify,de2ad130d74d1311b500de1b5192bd09e37adde0,15,LongMethod
covidify,de4b2101ad989a1fd26b2e7a5952f0e6cd441ae9,4,LongMethod
covidify,de70ba4166e049fae41212d0dcb4855253edbf5f,14,LongMethod
covidify,e04be2a56248ac32120fd30dda5ff85ddd49a48a,7,LongMethod
covidify,e18a3b52082b80c2b2d1dd0fac8948e3ef207357,3,LongMethod
covidify,e20120b7227c501a53d931c94888e6fc57763a80,7,LongMethod
covidify,e277ba722b6531f46784ffefa253847616048c28,5,LongMethod
covidify,e2e2c792c41ccbb660232d923400af24ee4fe6c8,7,LongMethod
covidify,e328e96361cc7596b28c897321f9410ad6183efb,3,LongMethod
covidify,e33409c6ddeba398637977b87f24138aea2260d9,3,LongMethod
covidify,e3ba2513e0916e3c5ff84492f0b189659d104248,7,LongMethod
covidify,e678eff7ae6e818f709ae57ee80a1e8b0921f2dc,7,LongMethod
covidify,e856bf21b91e56bdf6e44f8c3827993d5610a061,11,LongMethod
covidify,e922cf97821b5dd64125cd040166ae3fd52ff193,11,LongMethod
covidify,e98184983414c171170f9bc8e4684d253425a688,15,LongMethod
covidify,ea478c7b38258ec4406bef16146ec0d81174a7ae,11,LongMethod
covidify,ebb2b234b158144c724ecd394e0c0a673dc39ba1,1,LongMethod
covidify,ecda0ee4b951064b73aaf463e42d0d63b8c249db,4,LongMethod
covidify,efcd634e251df2fbb051c0df004cd17009090ba0,5,LongMethod
covidify,efd2f9bceb235c588496cbeaf85a337454507321,15,LongMethod
covidify,eff4c8183e6b56f0b1fa27d9068a59c1bbffbb8d,4,LongMethod
covidify,f173dbc19cd249612ee652d005e7861de9d3c86c,15,LongMethod
covidify,f1d9a2c5af69ba09057ade55d9b5ff0753889f62,3,LongMethod
covidify,f4ec70dae74e16117db841085c3e8dbedba84346,3,LongMethod
covidify,f5206badffc2eae483044d3bf100af4dbfb47e52,7,LongMethod
covidify,f68a1ccfeea6d91f2b214ef5092e066ae30de3b9,3,LongMethod
covidify,f9d9b0af73cbada5e8403f987d801bfe9ad8e6ab,7,LongMethod
covidify,fb32653cc14f062ea6a7696265d45577982082ae,14,LongMethod
covidify,fb80a2400af654f296801813c0d11599d5f330cc,7,LongMethod
covidify,fbb7a51f424583fe574af934cf112073ce7b1b34,3,LongMethod
covidify,fda6e24eee994eb30c2686f085ad74e0b1e1d1c3,3,LongMethod
covidify,ff713718d403d21ead58b1091273a4e7f222c94b,5,LongMethod
covidify,76ec34efa5f7c02f645c294da37af4c013595512,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,76ec34efa5f7c02f645c294da37af4c013595512,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,76ec34efa5f7c02f645c294da37af4c013595512,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,76ec34efa5f7c02f645c294da37af4c013595512,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,76ec34efa5f7c02f645c294da37af4c013595512,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,15,6
covidify,f30d211d2075a5e2ad6625b43e30f66ce7089cfd,../../projects/well_engineered_projects/covidify/setup.py,22,5
covidify,f30d211d2075a5e2ad6625b43e30f66ce7089cfd,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,15,5
covidify,f30d211d2075a5e2ad6625b43e30f66ce7089cfd,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,f30d211d2075a5e2ad6625b43e30f66ce7089cfd,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,f30d211d2075a5e2ad6625b43e30f66ce7089cfd,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,f30d211d2075a5e2ad6625b43e30f66ce7089cfd,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,f30d211d2075a5e2ad6625b43e30f66ce7089cfd,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,15,6
covidify,c3e722b60824c8739045ac4c57b50b1478a995b2,../../projects/well_engineered_projects/covidify/setup.py,22,5
covidify,c3e722b60824c8739045ac4c57b50b1478a995b2,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,15,5
covidify,c3e722b60824c8739045ac4c57b50b1478a995b2,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,c3e722b60824c8739045ac4c57b50b1478a995b2,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,c3e722b60824c8739045ac4c57b50b1478a995b2,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,c3e722b60824c8739045ac4c57b50b1478a995b2,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,c3e722b60824c8739045ac4c57b50b1478a995b2,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,15,6
subject,tag,file,lineno,MLOC
covidify,bba3de2e145f4c6182ecb402fb528a663e9f9f1d,../../projects/well_engineered_projects/covidify/data_prep.py,14,13
covidify,bba3de2e145f4c6182ecb402fb528a663e9f9f1d,../../projects/well_engineered_projects/covidify/data_prep.py,82,22
covidify,bba3de2e145f4c6182ecb402fb528a663e9f9f1d,../../projects/well_engineered_projects/covidify/data_prep.py,125,14
covidify,ac8f85b5b01556402d8855e702f42cb05249499b,../../projects/well_engineered_projects/covidify/data_prep.py,14,13
covidify,ac8f85b5b01556402d8855e702f42cb05249499b,../../projects/well_engineered_projects/covidify/data_prep.py,82,22
covidify,ac8f85b5b01556402d8855e702f42cb05249499b,../../projects/well_engineered_projects/covidify/data_prep.py,125,14
covidify,ac8f85b5b01556402d8855e702f42cb05249499b,../../projects/well_engineered_projects/covidify/data_prep.py,167,8
covidify,3a311b08a0b649b5834796a52b97850ba03b5734,../../projects/well_engineered_projects/covidify/data_prep.py,14,13
covidify,3a311b08a0b649b5834796a52b97850ba03b5734,../../projects/well_engineered_projects/covidify/data_prep.py,82,22
covidify,3a311b08a0b649b5834796a52b97850ba03b5734,../../projects/well_engineered_projects/covidify/data_prep.py,125,14
covidify,3a311b08a0b649b5834796a52b97850ba03b5734,../../projects/well_engineered_projects/covidify/data_prep.py,167,8
covidify,c94705dcba36232df94e6ba18b41fa81b4e8b679,../../projects/well_engineered_projects/covidify/data_prep.py,14,13
covidify,c94705dcba36232df94e6ba18b41fa81b4e8b679,../../projects/well_engineered_projects/covidify/data_prep.py,82,22
covidify,c94705dcba36232df94e6ba18b41fa81b4e8b679,../../projects/well_engineered_projects/covidify/data_prep.py,125,14
covidify,c94705dcba36232df94e6ba18b41fa81b4e8b679,../../projects/well_engineered_projects/covidify/data_prep.py,167,8
covidify,eff4c8183e6b56f0b1fa27d9068a59c1bbffbb8d,../../projects/well_engineered_projects/covidify/data_prep.py,14,13
covidify,eff4c8183e6b56f0b1fa27d9068a59c1bbffbb8d,../../projects/well_engineered_projects/covidify/data_prep.py,82,22
covidify,eff4c8183e6b56f0b1fa27d9068a59c1bbffbb8d,../../projects/well_engineered_projects/covidify/data_prep.py,125,14
covidify,eff4c8183e6b56f0b1fa27d9068a59c1bbffbb8d,../../projects/well_engineered_projects/covidify/data_prep.py,167,8
covidify,61ef7e22be30bf00ac0168bd8fa1825ac200430a,../../projects/well_engineered_projects/covidify/data_prep.py,14,13
covidify,61ef7e22be30bf00ac0168bd8fa1825ac200430a,../../projects/well_engineered_projects/covidify/data_prep.py,82,22
covidify,61ef7e22be30bf00ac0168bd8fa1825ac200430a,../../projects/well_engineered_projects/covidify/data_prep.py,125,14
covidify,61ef7e22be30bf00ac0168bd8fa1825ac200430a,../../projects/well_engineered_projects/covidify/data_prep.py,167,8
covidify,cabc1db43d16627ef9ffd03158d80e508c1e060c,../../projects/well_engineered_projects/covidify/data_prep.py,14,13
covidify,cabc1db43d16627ef9ffd03158d80e508c1e060c,../../projects/well_engineered_projects/covidify/data_prep.py,82,22
covidify,cabc1db43d16627ef9ffd03158d80e508c1e060c,../../projects/well_engineered_projects/covidify/data_prep.py,125,14
covidify,cabc1db43d16627ef9ffd03158d80e508c1e060c,../../projects/well_engineered_projects/covidify/data_prep.py,167,8
covidify,8c9ca59ec198a947f09b642d5020fa8a72929590,../../projects/well_engineered_projects/covidify/data_prep.py,14,13
covidify,8c9ca59ec198a947f09b642d5020fa8a72929590,../../projects/well_engineered_projects/covidify/data_prep.py,82,22
covidify,8c9ca59ec198a947f09b642d5020fa8a72929590,../../projects/well_engineered_projects/covidify/data_prep.py,125,14
covidify,8c9ca59ec198a947f09b642d5020fa8a72929590,../../projects/well_engineered_projects/covidify/data_prep.py,167,8
covidify,0b3a2c142e44c42935008518efa991caeed83f45,../../projects/well_engineered_projects/covidify/data_prep.py,14,13
covidify,0b3a2c142e44c42935008518efa991caeed83f45,../../projects/well_engineered_projects/covidify/data_prep.py,82,22
covidify,0b3a2c142e44c42935008518efa991caeed83f45,../../projects/well_engineered_projects/covidify/data_prep.py,125,14
covidify,0b3a2c142e44c42935008518efa991caeed83f45,../../projects/well_engineered_projects/covidify/data_prep.py,167,8
covidify,c77e564cdc25f1e4e0449b3f336e832ad90cb595,../../projects/well_engineered_projects/covidify/data_prep.py,14,13
covidify,c77e564cdc25f1e4e0449b3f336e832ad90cb595,../../projects/well_engineered_projects/covidify/data_prep.py,82,22
covidify,c77e564cdc25f1e4e0449b3f336e832ad90cb595,../../projects/well_engineered_projects/covidify/data_prep.py,125,14
